Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Streams,Playlist_count,Playlist_reach,Popularity,Explicit Track
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,2024-05-06 00:00:00,237,101.3,186123398,52,50069,0.0,0
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,Unknown,238,100.8,1902241314,316054,50751390,70.0,1
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,2023-03-03 00:00:00,239,100.3,42761,80,1636,16.0,0
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,Unknown,240,100.2,406821432,20404,26073555,0.0,0
Si No Est ,Si No Est  s - Si,i  igo quin,Unknown,241,100.1,665716137,97057,33252792,80.0,0
Glimpse of Us,Glimpse of Us,Joji,2022-10-06 00:00:00,242,99.8,1262308912,234936,83890841,74.0,0
Watermelon Sugar,Watermelon Sugar,Harry Styles,Unknown,243,99.7,2708151499,298135,159003869,82.0,0
Coraz  n de Pi,Coraz  n de Piedra - Si,Xavi,Unknown,244,98.8,172164034,5517,48983734,82.0,0
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,Unknown,245,98.5,298853393,50137,43508958,70.0,1
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,Unknown,246,98.4,717849037,98440,37797217,72.0,1
Yandel 150,Yandel 150,Yandel,Unknown,247,98.1,837576264,102545,38825844,70.0,1
THATS WHAT I WANT,MONTERO,Lil Nas X,Unknown,248,98.0,1062095453,165197,75503476,72.0,1
Todo De Ti,Todo De Ti,Rauw Alejandro,Unknown,249,98.0,1339352060,188874,76063128,75.0,1
Chemical,Chemical,Post Malone,Unknown,250,97.6,503574147,79679,43648353,75.0,1
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,2015-01-01 00:00:00,251,97.6,1891920348,159571,73641738,78.0,0
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,2018-12-09 00:00:00,252,97.5,1486929795,266128,52476635,76.0,1
Shooting Star,Kep1going On,Kep1er,2024-03-06 00:00:00,253,97.3,1534062,193,3187862,0.0,0
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,Unknown,254,97.1,1993030264,256764,149909699,77.0,1
Dog's Plan,Thoughts Feelings,David Jackson,2023-02-03 00:00:00,255,97.0,0,44,1243,3.0,0
love nwantiti (ah ah ah),CKay The First,CKay,Unknown,256,96.9,853451422,172458,43607688,71.0,1
Mi Gente,Mi Gente,J Balvin,Unknown,257,96.4,1478442472,189504,45240294,69.0,0
Late Night Talking,Harry's House,Harry Styles,Unknown,258,96.4,959639297,108806,62563751,76.0,0
Miss You,Miss You,Oliver Tree,2022-05-08 00:00:00,261,96.2,631378937,165883,38563849,51.0,1
girls like me don't cry,Girls Like Me Don't Cry,th  ,2022-06-10 00:00:00,260,96.2,69931412,13220,8876286,61.0,0
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,Unknown,259,96.2,2300838,543,19016,35.0,0
Dakiti,Dakiti,Bad Bunny,2020-01-01 00:00:00,262,96.1,1977947460,245685,56430031,72.0,1
Starboy,Starboy,The Weeknd,Unknown,265,95.7,3291262413,366133,98022646,84.0,1
Sorry,Sorry,Justin Bieber,Unknown,264,95.7,2089476497,179545,89286647,78.0,0
Calling My Phone,Calling My Phone,Lil Tjay,2021-12-02 00:00:00,263,95.7,777064903,213153,29437172,71.0,1
Pink Venom,Pink Venom,BLACKPINK,Unknown,266,95.6,736469450,48251,22817940,68.0,0
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,Unknown,267,95.0,250430303,7079,134357870,84.0,1
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,2019-09-02 00:00:00,268,94.8,1656385770,283938,62191957,74.0,0
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,2022-02-12 00:00:00,269,94.5,682837690,155771,28629209,80.0,1
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,Unknown,270,94.3,347647880,106908,29964622,74.0,1
California Gurls,Girl Power 2023,Katy Perry,Unknown,271,94.2,0,0,0,0.0,0
Moscow Mule,Un Verano Sin Ti,Bad Bunny,2022-06-05 00:00:00,272,94.1,1108031580,121256,44739826,77.0,1
Something Just Like This,Something Just Like This,The Chainsmokers,Unknown,273,94.0,2596644721,278237,128709855,82.0,0
7 rings,7 rings,Ariana Grande,Unknown,274,93.9,2262490403,179865,89518199,77.0,1
Moonlight,Moonlight,Kali Uchis,Unknown,275,93.1,701558859,110539,46729655,74.0,0
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-11-06 00:00:00,276,93.1,1118038333,142905,27025973,67.0,1
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,Unknown,277,93.0,58157068,30,171325,0.0,0
God's Plan,Diplomatic Immunity,Drake,Unknown,278,92.9,2529948475,313741,79266167,77.0,1
Sunroof,Sunroof,Nicky Youre,Unknown,279,92.3,879708559,44652,23104189,12.0,0
La V  c,La V  c,Xavi,Unknown,280,92.0,521116293,24734,22828160,81.0,1
MY EYES,UTOPIA,Travis Scott,Unknown,281,91.9,403132906,103255,13549357,78.0,1
WORK,GOLDEN HOUR : Part.1,ATEEZ,Unknown,282,91.7,10135326,678,14542753,31.0,0
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,Unknown,284,91.5,1713294983,134700,39604784,65.0,0
Ghost,Justice,Justin Bieber,Unknown,283,91.5,1586830204,151923,73574395,80.0,0
Dior,Meet The Woo,Pop Smoke,Unknown,285,91.4,1070422470,294539,47391658,72.0,1
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,Unknown,286,91.2,720822868,13,164,17.0,0
Breakeven,Breakeven (Official 4K Video),The Script,Unknown,287,91.1,858979483,1,14,0.0,0
Una Noche en Medell ,Una Noche en Medell ,Cris Mj,Unknown,288,90.7,839405565,107431,27444811,75.0,1
SAD!,SAD!,XXXTENTACION,2018-02-03 00:00:00,289,90.5,2218531106,263801,60437070,75.0,1
Primera Cita,La Primera Cita - Single,Carin Leon,Unknown,290,90.5,598006591,35842,34735524,80.0,0
Efecto,Un Verano Sin Ti,Bad Bunny,2022-06-05 00:00:00,292,90.1,1293773697,115332,51081689,77.0,1
Dame Tu Cosita,Dame Tu Cosita,El Chombo,Unknown,291,90.1,0,273,54198,0.0,0
B  n    os Que N  o T  m Fim (Co,B  n    os Que N  o T  m Fim (Co,Isadora Pompeo,2023-09-11 00:00:00,293,89.6,95536146,8900,9760374,0.0,0
Slow It Down,Slow It Down,Benson Boone,Unknown,294,89.4,202667139,11945,116623933,85.0,0
Yonaguni,Yonaguni,Bad Bunny,2021-04-06 00:00:00,295,88.6,1398634184,177082,44848091,71.0,1
Heathens,Heathens,Twenty One Pilots,Unknown,296,88.6,1777196966,241108,65091468,78.0,0
Whoopty,Whoopty,CJ,Unknown,297,88.6,775664145,213464,28998615,61.0,1
Super Shy,NewJeans 'Super Shy',NewJeans,2023-07-07 00:00:00,298,88.4,547471596,48103,22977059,77.0,0
Happier,Happier - Single,Marshmello,Unknown,299,87.9,2143821605,220298,53040597,16.0,0
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,Unknown,301,87.7,462284590,31617,36745154,84.0,1
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,2023-07-04 00:00:00,300,87.7,509231024,69486,142546135,79.0,0
Butter,Butter,BTS,Unknown,302,87.5,1257974135,90160,40533320,70.0,0
Cinderella,WE DON'T TRUST YOU,Future,Unknown,304,87.2,124945674,21581,41881780,0.0,1
Calma - Remix,Calma (Remix),Pedro Cap ,2018-05-10 00:00:00,303,87.2,1153753974,118846,37335160,67.0,0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,2016-06-05 00:00:00,305,87.1,1733302434,191065,88781556,72.0,0
Say So,Hot Pink,Doja Cat,2019-07-11 00:00:00,306,87.0,1199270601,161574,48493190,69.0,1
Ransom,Ransom,Lil Tecca,Unknown,307,86.8,1355971796,198992,52412236,77.0,1
Romantic Homicide,Romantic Homicide,d4vd,Unknown,308,86.8,1136504636,152157,60605828,81.0,0
Pink Skies,Pink Skies,Zach Bryan,Unknown,309,86.7,60240739,4611,98570633,84.0,0
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Unknown,310,86.6,1528107667,170648,55710071,73.0,1
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,Unknown,355,86.6,1627429837,12,163,0.0,1
Cool,JnD Mix,Unknown,Unknown,311,86.5,0,0,0,0.0,0
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,2023-11-08 00:00:00,312,86.5,214598468,66613,6363839,74.0,1
BESO,RR,ROSAL ,Unknown,313,86.3,647201484,81393,46208549,74.0,0
MTG QUEM N  O QUER SO,MTG QUEM N  O QUER SOU EU - Si,DJ TOPO,2024-10-05 00:00:00,315,86.1,51198446,3022,40425173,80.0,0
Que Vuelvas,Que Vuelvas - Single,Carin Leon,2022-09-12 00:00:00,314,86.1,684853927,42893,25716699,73.0,1
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,Unknown,316,85.9,0,5,3277306,0.0,0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,Unknown,318,85.8,665519026,152193,67322941,68.0,1
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-03-07 00:00:00,317,85.8,785016247,210669,32702397,70.0,1
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,Unknown,319,85.6,1615274494,203617,35375009,79.0,1
Rich Flex,Her Loss,Drake,2022-04-11 00:00:00,320,85.5,812274757,185579,57165405,73.0,1
Standing Next to You,GOLDEN,Jung Kook,2023-03-11 00:00:00,321,85.5,675865902,23181,58344509,85.0,0
Congratulations,Congratulations,Post Malone,2016-04-11 00:00:00,322,85.3,1984802459,246374,81736432,75.0,1
Do It To It,Do It To It,ACRAZE,Unknown,324,85.2,805019111,238887,94531613,73.0,0
Tusa,Tusa,KAROL G,2019-07-11 00:00:00,323,85.2,1497511486,157185,59187880,68.0,0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-03-07 00:00:00,325,84.8,1119350842,272485,46626350,71.0,1
Good Good,Good Good,USHER,2023-04-08 00:00:00,326,84.7,53825007,14742,9204769,59.0,1
Austin,Austin - Single,Dasha,Unknown,327,84.6,273023490,17900,169190514,87.0,1
Search & Rescue,Search & Rescue,Drake,2023-07-04 00:00:00,329,84.6,337858357,96709,21646810,69.0,1
TULUM,TULUM,Peso Pluma,Unknown,328,84.6,390182196,36912,13688250,74.0,1
Shivers,#NAME?,Ed Sheeran,2020-01-01 00:00:00,330,84.4,1568058093,188855,77441110,77.0,0
Coup du marteau,Coup du marteau,Tam Sir,2023-08-12 00:00:00,331,84.3,24933240,4241,2378348,0.0,0
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,Unknown,332,84.1,90383224,24868,4716437,45.0,1
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,Unknown,333,84.0,18296870,1967,400655,0.0,0
Sunroof,Sunroof,Nicky Youre,2021-03-12 00:00:00,334,83.8,890752779,104690,38444734,79.0,0
Watching Yourself Being Born,Neuroscape,Blush Response,2023-04-04 00:00:00,335,83.7,0,13,191,0.0,0
Los del Espacio,Los del Espacio - Single,LIT killah,2023-01-06 00:00:00,336,83.3,373898429,53671,24287193,72.0,0
Taste (feat. Offset),Taste (feat. Offset),Tyga,Unknown,338,83.1,1358105253,217189,31143734,69.0,1
MAMIII,MAMIII,Becky G,2022-10-02 00:00:00,337,83.1,911797058,80109,53928265,74.0,1
Until I Found You,Until I Found You,Stephen Sanchez,2021-01-09 00:00:00,339,83.0,1020452066,169696,52678003,73.0,0
exes,exes,Tate McRae,Unknown,340,83.0,323100055,27272,33467589,0.0,1
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,Unknown,341,82.7,27747363,9067,1365840,41.0,0
Stick Season,Stick Season,Noah Kahan,2022-08-07 00:00:00,342,82.6,965865213,113676,169323128,86.0,0
Need To Know,Need To Know,Doja Cat,2021-11-06 00:00:00,344,82.5,1178076856,164743,42269625,71.0,1
kompa pasi ,kompa pasi ,          ,2024-12-04 00:00:00,345,82.5,29458027,2602,6588032,78.0,0
Qu   Ago,Pa' Luego Es Tarde,Yuridia,Unknown,343,82.5,394381902,22919,12262540,73.0,0
Last Last,Last Last,Burna Boy,2022-12-05 00:00:00,346,82.4,410722289,130203,16877163,68.0,0
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,Unknown,347,82.2,8034198,756,174523,0.0,0
500lbs,500lbs,Lil Tecca,Unknown,349,82.1,350584176,79228,26972646,68.0,1
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-03-09 00:00:00,348,82.1,732652170,217189,35225322,72.0,1
BILLIE EILISH.,BILLIE EILISH.,Armani White,Unknown,350,82.0,359416593,91114,29730236,64.0,1
            ,            ,YOASOBI,2023-12-04 00:00:00,351,81.8,356559943,47785,12078942,69.0,0
L   AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,Unknown,352,81.6,84575291,5186,51449432,85.0,0
Thinkin    B,One Thing At A Time,Morgan Wallen,2023-03-03 00:00:00,353,81.5,406319778,42283,16439412,80.0,0
Madonna,Madonna - Single,Natanael Cano,2024-08-03 00:00:00,354,81.3,272838329,7265,54631978,85.0,1
deja vu,deja vu,Olivia Rodrigo,2021-01-04 00:00:00,355,81.3,1606975517,172376,64346126,80.0,1
6. A.M.,Motion is Emotion,Azul,2022-07-10 00:00:00,356,81.1,1186,5,30,0.0,0
CONTIGO (with Ti  ,CONTIGO (with Ti  ,KAROL G,Unknown,357,81.0,162165853,10306,87901542,85.0,0
Sequ  ncia da,Sequ  ncia da,TRASHXRL,2023-08-05 00:00:00,358,80.8,148630357,22962,19586200,33.0,1
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,Unknown,359,80.8,100838516,5188,50795354,87.0,0
Doja,Doja,Central Cee,Unknown,360,80.5,676519766,192241,57503569,74.0,1
Kill This Love,Kill This Love,BLACKPINK,2019-04-04 00:00:00,361,80.4,820840650,63934,18843601,67.0,0
Lan,Lan - Single,Zeynep Bast ,2024-08-03 00:00:00,362,80.3,81246715,4073,6852706,72.0,0
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,2024-05-04 00:00:00,363,80.2,176290078,13470,157502211,87.0,0
Sweet but Psycho,Sweet but Psycho,Ava Max,Unknown,365,80.1,1668741024,174052,42966784,76.0,0
Hey Mor,Hey Mor,Ozuna,2022-06-10 00:00:00,364,80.1,986132265,97956,68983561,76.0,0
Ferrari,Ferrari,James Hype,Unknown,366,80.1,626010147,185422,78359363,74.0,0
Falling,Falling,Trevor Daniel,2018-05-10 00:00:00,367,80.0,1606023895,225643,32822629,71.0,0
positions,positions,Ariana Grande,Unknown,368,80.0,1432830108,139215,53934095,74.0,1
Where Are You Now,Where Are You Now,Lost Frequencies,Unknown,370,79.9,1223329465,211823,114773091,74.0,0
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,Unknown,369,79.9,302177116,34,224573,0.0,0
Save Your Tears,After Hours,The Weeknd,Unknown,371,79.9,1995511952,304456,63126296,80.0,1
Happier Than Ever,Happier Than Ever,Billie Eilish,Unknown,372,79.9,1321878145,189487,51228803,78.0,1
This Is What You Came For,This Is What You Came For,Calvin Harris,Unknown,373,79.8,1746790923,204049,117171040,79.0,0
China,China,Anuel AA,Unknown,376,79.5,1178076574,137559,58323638,68.0,0
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,2013-01-01 00:00:00,374,79.5,759374819,64239,27371339,69.0,0
Moonlight,?,XXXTENTACION,Unknown,375,79.5,1885431727,241112,41330643,77.0,1
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-10-05 00:00:00,377,79.4,250080413,2711,4839848,0.0,0
Smart,EASY,LE SSERAFIM,Unknown,379,79.3,159256689,6829,20291074,74.0,0
That's What I Like,24K Magic,Bruno Mars,Unknown,378,79.3,2075459887,209632,84707015,80.0,0
Commando,Commando - Single,Mavokali,Unknown,380,78.6,21667023,9105,1266295,0.0,0
The Business,The Business,Ti  ,Unknown,381,78.3,1191635193,255697,78272032,70.0,0
Ride It,Ride It,Regard,Unknown,382,78.2,1349427877,220002,106549747,76.0,0
Mwaki,SURRENDER,Zerb,Unknown,383,77.9,121234000,36468,76765385,42.0,0
BICHOTA,BICHOTA,KAROL G,Unknown,385,77.8,868091483,86379,31261057,64.0,1
Renklensin,Renklensin - Single,Reynmen,Unknown,384,77.8,54940563,2630,6589111,75.0,0
Bad idea,Missing,Kurochuu,2024-09-06 00:00:00,387,77.6,86203995,2,2190,1.0,0
writhe,writhe,daine,Unknown,386,77.6,0,163,6893,15.0,0
The Hills,The Hills,The Weeknd,Unknown,388,77.5,2306740926,333310,91689799,80.0,1
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,Unknown,389,77.4,1673557134,15863,14237841,72.0,0
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,Unknown,390,77.3,77212437,4083,13850203,84.0,0
The Girl From Ipanema,Instrumental Bossa Nova,Stan Getz,2024-06-06 00:00:00,391,77.2,0,0,0,0.0,0
Te Felicito,Te Felicito,Shakira,Unknown,392,77.0,719593291,74269,37254627,67.0,0
Que Onda,Que Onda - Single,Calle 24,Unknown,393,76.9,642548537,36781,21579429,81.0,1
Stumblin' In,Stumblin' In,CYRIL,2023-10-11 00:00:00,394,76.9,180784576,22208,150873146,83.0,0
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-12-04 00:00:00,395,76.8,311928522,1668,4447700,23.0,0
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,Unknown,396,76.6,428164381,80340,18339674,68.0,1
Desesperados,VICE VERSA,Rauw Alejandro,2021-10-12 00:00:00,397,76.6,1021480638,119558,50631491,78.0,1
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,2024-10-01 00:00:00,398,76.6,224033701,20266,25455662,0.0,0
Sugar,V (Deluxe),Maroon 5,Unknown,399,76.6,1838092894,186038,69903249,75.0,1
I DON   T WANNA DO THIS A,King of the Dead,Juli  n Kh,Unknown,454,76.5,564444844,5,20,0.0,1
Igual Que Un   ngel (with Peso Pl,ORQU  ,Kali Uchis,2024-12-01 00:00:00,400,76.3,263568994,17285,38697311,0.0,0
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,Unknown,402,76.2,1993244,245,79264,28.0,0
Old Town Road - Remix,Old Town Road,Lil Nas X,2019-05-04 00:00:00,404,76.2,1527106099,186252,34012219,68.0,0
Let Me Love You,Encore,DJ Snake,2016-05-08 00:00:00,403,76.2,2147028486,205482,89333146,80.0,0
Envolver,Envolver - Single,Anitta,2021-11-11 00:00:00,401,76.2,635241142,77669,44546385,65.0,0
Oublie-moi,Oublie-moi,Emkal,Unknown,405,76.0,17992999,11288,327900,42.0,1
Malohat,Malohat,Xamdam Sobirov,Unknown,406,75.9,75486,13,3242,0.0,0
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,Unknown,407,75.7,35244286,1629,14912783,75.0,0
NUEVA VIDA,G  N,Peso Pluma,Unknown,408,75.6,253464894,22779,10733622,76.0,1
you broke me first,you broke me first,Tate McRae,Unknown,409,75.6,1439465700,169076,47204234,77.0,1
Relationship (feat. Future),Beautiful Thugger Girls,Young Thug,Unknown,410,75.5,458957128,89812,13215590,61.0,1
Beggin',Chosen,M  ne,2017-08-12 00:00:00,413,75.4,1601293263,358760,75186063,79.0,0
Faint,Papercuts,Linkin Park,2024-12-04 00:00:00,412,75.4,670009914,3,81,0.0,0
Pretty - Sped Up,Pretty,MEYY,2023-07-06 00:00:00,411,75.4,1867282,498,521031,40.0,0
Haw ,Haw ,Maluma,Unknown,415,75.3,1289186767,123303,48973048,73.0,0
LA FALDA,LA FALDA - Single,Myke Towers,Unknown,416,75.3,367399860,29235,106808249,82.0,1
act ii: date @ 8,act ii: date @ 8,4batz,2023-07-12 00:00:00,414,75.3,153364964,29300,15208678,0.0,1
Cradles,Cradles,Sub Urban,2019-04-01 00:00:00,418,75.2,737097685,155765,20317539,68.0,0
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,2019-04-05 00:00:00,417,75.2,1927961994,323997,86092004,72.0,1
Angel Numbers / Ten Toes,11:11,Chris Brown,2023-10-11 00:00:00,419,75.1,179565178,40225,15526253,75.0,1
Never Lose Me,Never Lose Me - Single,Flo Milli,Unknown,420,75.1,278132516,23580,70573006,0.0,1
Reggaeton Champagne,Kittyponeo,Bellakath,2023-05-10 00:00:00,421,75.1,224429894,17159,11316048,0.0,1
MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED,2024-08-03 00:00:00,422,74.9,32435333,2141,18509359,76.0,0
Under The Influence,Indigo (Extended),Chris Brown,2019-04-10 00:00:00,423,74.9,1249760413,202465,56664631,79.0,1
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,Unknown,424,74.8,568230113,142225,16247309,68.0,0
Si Una Vez (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,Unknown,425,74.7,212272036,13,76963,0.0,0
BATTER UP,BABYMONSTER Debut Digital Single [BATTER UP],BABYMONSTER,Unknown,426,74.5,121497542,6748,14377499,80.0,0
SI NO ES CONTIGO,SI NO ES CONTIGO,Cris Mj,Unknown,427,74.5,45287928,2099,98932469,81.0,1
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,2022-02-12 00:00:00,429,74.4,637325281,142076,31958929,79.0,1
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,2022-10-06 00:00:00,430,74.4,412845771,59749,11166198,73.0,0
obsessed,GUTS (spilled),Olivia Rodrigo,Unknown,428,74.4,129968407,6621,69045774,0.0,1
Eyes Closed,Eyes Closed,Imagine Dragons,2024-03-04 00:00:00,431,74.2,51224852,5159,33795310,0.0,0
Wanna Be,Wanna Be (Alternate Versions),GloRilla,2024-03-04 00:00:00,433,74.1,66836198,4228,57383746,77.0,1
Don't Let Me Down,Pop Party,The Chainsmokers,2016-01-01 00:00:00,432,74.1,1888829482,206507,80884955,76.0,0
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,Unknown,434,74.0,701726499,51129,14859569,65.0,0
telepat ,Sin Miedo (del Amor y Otros Demonios)  ,Kali Uchis,Unknown,435,73.9,1151629030,201783,55679157,77.0,0
Wake Me Up,TRUE,Avicii,2013-01-01 00:00:00,436,73.7,2325017580,347004,112575684,81.0,0
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,2023-06-10 00:00:00,437,73.6,232417498,20983,96389865,80.0,0
Chulo pt.2,Chulopt2,Bad Gyal,Unknown,438,73.6,318567928,42351,29908589,69.0,1
All Girls Are The Same,All Girls Are The Same,Juice WRLD,Unknown,439,73.5,1615353665,219797,40289611,76.0,1
Push Up - Main Edit,Push Up - Single,Creeds,Unknown,441,73.4,274229438,81319,88956153,77.0,0
Kings & Queens,Kings & Queens,Ava Max,2020-12-03 00:00:00,440,73.4,955439608,130031,24897061,73.0,0
Adore You,Adore You,Harry Styles,2019-06-12 00:00:00,442,73.2,1670164200,171120,93127826,78.0,0
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-04-10 00:00:00,443,73.2,1625149693,304394,58905241,78.0,1
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,Unknown,444,73.2,155390490,51032,16505336,68.0,1
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,Unknown,445,73.1,48720820,5049,856394,2.0,0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,Unknown,446,73.0,1570233605,37830,10568342,65.0,1
